idx,episode_id,label,confidence,racket,source_csv,lateral_offset_m,lateral_velocity_window_mps,pre_to_hit_delta_m,score_forehand,score_backhand,reason
124,Table_Tennis_01_007_TennisBats01_31p10_33p10_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.34254,-2.10206,-0.14920,6.75,0.00,body_local_swing_forehand
125,Table_Tennis_01_007_TennisBats01_38p01_40p01_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.18882,-2.15569,-0.18629,6.00,0.00,body_local_swing_forehand
126,Table_Tennis_01_007_TennisBats01_40p81_42p81_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.35180,-1.55176,-0.11759,6.75,0.00,body_local_swing_forehand
127,Table_Tennis_01_007_TennisBats01_43p64_45p64_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.20488,-2.00968,-0.16604,6.00,0.00,body_local_swing_forehand
128,Table_Tennis_01_007_TennisBats01_45p25_47p25_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.55237,-2.12666,-0.11178,6.75,0.00,body_local_swing_forehand
129,Table_Tennis_01_007_TennisBats01_46p51_48p51_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.42855,-2.06135,-0.15262,6.75,0.00,body_local_swing_forehand
130,Table_Tennis_01_007_TennisBats01_51p85_53p85_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.21339,-2.33709,-0.17729,6.00,0.00,body_local_swing_forehand
131,Table_Tennis_01_007_TennisBats01_53p40_55p40_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.35694,-1.68299,-0.10505,6.75,0.00,body_local_swing_forehand
132,Table_Tennis_01_007_TennisBats01_54p65_56p65_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.44853,-1.83821,-0.13094,6.75,0.00,body_local_swing_forehand
133,Table_Tennis_01_007_TennisBats01_55p90_57p90_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.40950,-2.04779,-0.14618,6.75,0.00,body_local_swing_forehand
134,Table_Tennis_01_007_TennisBats01_57p16_59p16_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.45600,-1.96003,-0.12955,6.75,0.00,body_local_swing_forehand
135,Table_Tennis_01_007_TennisBats01_58p36_60p36_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.39978,-1.87905,-0.10524,6.75,0.00,body_local_swing_forehand
136,Table_Tennis_01_007_TennisBats01_59p67_61p67_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.39894,-2.18481,-0.15973,6.75,0.00,body_local_swing_forehand
137,Table_Tennis_01_007_TennisBats01_60p91_62p91_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.36839,-1.54221,-0.08413,6.75,0.00,body_local_swing_forehand
138,Table_Tennis_01_007_TennisBats01_62p18_64p18_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.46000,-2.30851,-0.13804,6.75,0.00,body_local_swing_forehand
139,Table_Tennis_01_007_TennisBats01_63p39_65p39_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.37726,-2.20856,-0.14081,6.75,0.00,body_local_swing_forehand
140,Table_Tennis_01_007_TennisBats01_64p62_66p62_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.31822,-2.20432,-0.12422,6.00,0.00,body_local_swing_forehand
141,Table_Tennis_01_007_TennisBats01_67p87_69p87_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.17527,-2.19370,-0.17887,6.00,0.00,body_local_swing_forehand
142,Table_Tennis_01_007_TennisBats01_69p41_71p41_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.42073,-1.90577,-0.11358,6.75,0.00,body_local_swing_forehand
143,Table_Tennis_01_007_TennisBats01_77p88_79p88_Skeleton001,forehand,0.8000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.10004,-0.26790,-0.03786,3.00,0.75,body_local_swing_forehand
144,Table_Tennis_01_007_TennisBats01_79p19_81p19_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.41888,-1.63786,-0.10426,6.75,0.00,body_local_swing_forehand
145,Table_Tennis_01_007_TennisBats01_80p40_82p40_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.46057,-2.19146,-0.14108,6.75,0.00,body_local_swing_forehand
146,Table_Tennis_01_007_TennisBats01_88p07_90p07_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.46197,-1.05438,-0.08127,6.75,0.00,body_local_swing_forehand
147,Table_Tennis_01_007_TennisBats01_89p33_91p33_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_007.csv,0.41811,-1.47467,-0.09566,6.75,0.00,body_local_swing_forehand
148,Table_Tennis_01_007_TennisBats02_11p42_13p42_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.11852,0.21307,0.00259,0.00,1.75,weak_motion_evidence
149,Table_Tennis_01_007_TennisBats02_20p31_22p31_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.04846,0.98600,0.02415,0.00,4.75,body_local_swing_backhand
150,Table_Tennis_01_007_TennisBats02_21p77_23p77_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.21117,0.44499,0.03190,0.00,4.00,body_local_swing_backhand
151,Table_Tennis_01_007_TennisBats02_22p98_24p98_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.12448,0.03207,-0.01960,1.00,0.75,weak_motion_evidence
152,Table_Tennis_01_007_TennisBats02_25p36_27p36_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.13996,0.49543,0.01646,0.00,3.75,body_local_swing_backhand
153,Table_Tennis_01_007_TennisBats02_26p59_28p59_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.19479,0.18354,-0.01553,1.00,1.00,weak_motion_evidence
154,Table_Tennis_01_007_TennisBats02_27p82_29p82_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.12188,0.52742,0.02462,0.00,3.75,body_local_swing_backhand
155,Table_Tennis_01_007_TennisBats02_29p18_31p18_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.30178,0.71005,0.06356,0.00,6.00,body_local_swing_backhand
156,Table_Tennis_01_007_TennisBats02_31p63_33p63_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.17539,0.10561,0.01117,0.00,0.00,weak_motion_evidence
157,Table_Tennis_01_007_TennisBats02_38p83_40p83_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.13134,0.25046,0.00965,0.00,1.75,weak_motion_evidence
158,Table_Tennis_01_007_TennisBats02_40p16_42p16_Skeleton002,backhand,0.9500,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.20660,0.46604,0.02345,0.00,3.00,body_local_swing_backhand
159,Table_Tennis_01_007_TennisBats02_41p59_43p59_Skeleton002,forehand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.53641,-1.18664,-0.03993,5.75,0.00,body_local_swing_forehand
160,Table_Tennis_01_007_TennisBats02_44p54_46p54_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.16999,0.58329,0.05426,0.00,4.00,body_local_swing_backhand
161,Table_Tennis_01_007_TennisBats02_45p84_47p84_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.23794,0.47830,0.03928,0.00,4.00,body_local_swing_backhand
162,Table_Tennis_01_007_TennisBats02_52p68_54p68_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.08095,0.29269,0.01604,0.00,2.75,body_local_swing_backhand
163,Table_Tennis_01_007_TennisBats02_53p98_55p98_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.16955,0.27019,0.01006,0.00,1.00,weak_motion_evidence
164,Table_Tennis_01_007_TennisBats02_55p19_57p19_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.08283,-0.05217,-0.01557,1.00,0.75,weak_motion_evidence
165,Table_Tennis_01_007_TennisBats02_56p43_58p43_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.11428,0.67864,0.04202,0.00,5.75,body_local_swing_backhand
166,Table_Tennis_01_007_TennisBats02_57p70_59p70_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.10451,0.28448,0.00542,0.00,1.75,weak_motion_evidence
167,Table_Tennis_01_007_TennisBats02_58p91_60p91_Skeleton002,backhand,0.7500,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.16443,0.46121,-0.00437,0.00,2.00,body_local_swing_backhand
168,Table_Tennis_01_007_TennisBats02_60p23_62p23_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.13426,0.28003,0.01587,0.00,2.75,body_local_swing_backhand
169,Table_Tennis_01_007_TennisBats02_61p49_63p49_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.20013,0.45985,0.03520,0.00,4.00,body_local_swing_backhand
170,Table_Tennis_01_007_TennisBats02_62p70_64p70_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.11310,0.32784,0.01187,0.00,2.75,body_local_swing_backhand
171,Table_Tennis_01_007_TennisBats02_63p92_65p92_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.05305,-0.11924,-0.01394,1.00,0.75,weak_motion_evidence
172,Table_Tennis_01_007_TennisBats02_68p73_70p73_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.17945,0.77991,0.05302,0.00,5.00,body_local_swing_backhand
173,Table_Tennis_01_007_TennisBats02_69p93_71p93_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.05453,0.30298,0.00566,0.00,2.75,body_local_swing_backhand
174,Table_Tennis_01_007_TennisBats02_77p00_79p00_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.09039,1.32498,0.06311,0.00,6.75,body_local_swing_backhand
175,Table_Tennis_01_007_TennisBats02_78p50_80p50_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.22447,0.51315,0.02660,0.00,4.00,body_local_swing_backhand
176,Table_Tennis_01_007_TennisBats02_79p73_81p73_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.10955,0.43623,0.00638,0.00,2.75,body_local_swing_backhand
177,Table_Tennis_01_007_TennisBats02_87p11_89p11_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.04054,0.80006,0.02426,0.00,4.75,body_local_swing_backhand
178,Table_Tennis_01_007_TennisBats02_89p86_91p86_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_007.csv,0.10335,0.06620,-0.00843,0.00,0.75,weak_motion_evidence
179,Table_Tennis_01_008_TennisBats01_100p74_102p74_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.41362,-1.53469,-0.10523,6.75,0.00,body_local_swing_forehand
180,Table_Tennis_01_008_TennisBats01_109p55_111p55_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.41282,-1.18470,-0.08859,6.75,0.00,body_local_swing_forehand
181,Table_Tennis_01_008_TennisBats01_110p85_112p85_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.41755,-0.64550,-0.03717,4.75,0.00,body_local_swing_forehand
182,Table_Tennis_01_008_TennisBats01_112p08_114p08_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.31473,-1.86041,-0.12394,6.00,0.00,body_local_swing_forehand
183,Table_Tennis_01_008_TennisBats01_118p94_120p94_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.41273,-1.31244,-0.07784,6.75,0.00,body_local_swing_forehand
184,Table_Tennis_01_008_TennisBats01_121p35_123p35_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.41950,-1.70928,-0.11658,6.75,0.00,body_local_swing_forehand
185,Table_Tennis_01_008_TennisBats01_15p38_17p38_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.20330,-2.21544,-0.16941,6.00,0.00,body_local_swing_forehand
186,Table_Tennis_01_008_TennisBats01_16p89_18p89_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.30827,-1.36880,-0.06890,6.00,0.00,body_local_swing_forehand
187,Table_Tennis_01_008_TennisBats01_26p40_28p40_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.48575,-0.76982,-0.05391,5.75,0.00,body_local_swing_forehand
188,Table_Tennis_01_008_TennisBats01_28p76_30p76_Skeleton001,unknown,0.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.68709,-0.19629,0.01052,1.75,0.00,weak_motion_evidence
189,Table_Tennis_01_008_TennisBats01_34p40_36p40_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.22291,-2.10398,-0.16262,6.00,0.00,body_local_swing_forehand
190,Table_Tennis_01_008_TennisBats01_35p84_37p84_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.41323,-1.18283,-0.08233,6.75,0.00,body_local_swing_forehand
191,Table_Tennis_01_008_TennisBats01_39p36_41p36_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.43066,-1.93202,-0.12568,6.75,0.00,body_local_swing_forehand
192,Table_Tennis_01_008_TennisBats01_40p66_42p66_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.34431,-1.24164,-0.06119,6.75,0.00,body_local_swing_forehand
193,Table_Tennis_01_008_TennisBats01_48p43_50p43_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.40872,-2.29880,-0.13635,6.75,0.00,body_local_swing_forehand
194,Table_Tennis_01_008_TennisBats01_55p71_57p71_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.19807,-2.36772,-0.18239,6.00,0.00,body_local_swing_forehand
195,Table_Tennis_01_008_TennisBats01_57p16_59p16_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.44390,-0.73232,-0.04309,5.75,0.00,body_local_swing_forehand
196,Table_Tennis_01_008_TennisBats01_59p56_61p56_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.52256,-0.78264,-0.02777,5.75,0.00,body_local_swing_forehand
197,Table_Tennis_01_008_TennisBats01_60p81_62p81_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.44432,-1.27561,-0.08092,6.75,0.00,body_local_swing_forehand
198,Table_Tennis_01_008_TennisBats01_63p14_65p14_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.39523,-1.80707,-0.12030,6.75,0.00,body_local_swing_forehand
199,Table_Tennis_01_008_TennisBats01_64p39_66p39_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.25703,-2.12042,-0.12111,6.00,0.00,body_local_swing_forehand
200,Table_Tennis_01_008_TennisBats01_6p86_8p86_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.47518,-0.87181,-0.06142,6.75,0.00,body_local_swing_forehand
201,Table_Tennis_01_008_TennisBats01_71p63_73p63_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.38966,-1.30782,-0.09505,6.75,0.00,body_local_swing_forehand
202,Table_Tennis_01_008_TennisBats01_81p44_83p44_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.50521,-2.07744,-0.12239,6.75,0.00,body_local_swing_forehand
203,Table_Tennis_01_008_TennisBats01_82p68_84p68_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.61991,-2.37721,-0.15354,6.75,0.00,body_local_swing_forehand
204,Table_Tennis_01_008_TennisBats01_84p01_86p01_Skeleton001,backhand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.65370,0.64485,0.08073,0.75,5.00,body_local_swing_backhand
205,Table_Tennis_01_008_TennisBats01_89p99_91p99_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.36383,-1.80405,-0.11125,6.75,0.00,body_local_swing_forehand
206,Table_Tennis_01_008_TennisBats01_8p18_10p18_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.45111,-1.74666,-0.12222,6.75,0.00,body_local_swing_forehand
207,Table_Tennis_01_008_TennisBats01_92p49_94p49_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.33510,-2.03550,-0.12294,6.75,0.00,body_local_swing_forehand
208,Table_Tennis_01_008_TennisBats01_99p52_101p52_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_008.csv,0.44152,-1.12922,-0.07336,6.75,0.00,body_local_swing_forehand
209,Table_Tennis_01_008_TennisBats02_100p13_102p13_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.28007,1.11180,0.07920,0.00,6.00,body_local_swing_backhand
210,Table_Tennis_01_008_TennisBats02_108p65_110p65_Skeleton002,unknown,0.3500,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,-0.01757,0.60975,-0.01670,1.00,2.75,ambiguous_body_local_swing
211,Table_Tennis_01_008_TennisBats02_110p20_112p20_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.09031,0.82921,0.03914,0.00,5.75,body_local_swing_backhand
212,Table_Tennis_01_008_TennisBats02_111p44_113p44_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.19278,0.67917,0.03895,0.00,5.00,body_local_swing_backhand
213,Table_Tennis_01_008_TennisBats02_112p65_114p65_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.19440,0.75630,0.04795,0.00,5.00,body_local_swing_backhand
214,Table_Tennis_01_008_TennisBats02_118p31_120p31_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.16372,0.70667,0.05238,0.00,5.00,body_local_swing_backhand
215,Table_Tennis_01_008_TennisBats02_120p70_122p70_Skeleton002,backhand,0.9500,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.23248,0.38893,0.01872,0.00,3.00,body_local_swing_backhand
216,Table_Tennis_01_008_TennisBats02_16p23_18p23_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.22215,0.39861,0.05757,0.00,4.00,body_local_swing_backhand
217,Table_Tennis_01_008_TennisBats02_17p46_19p46_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.28567,-0.19695,-0.00528,1.00,0.00,weak_motion_evidence
218,Table_Tennis_01_008_TennisBats02_28p03_30p03_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.05909,0.05119,-0.01368,1.00,0.75,weak_motion_evidence
219,Table_Tennis_01_008_TennisBats02_35p19_37p19_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.10631,0.79851,0.04848,0.00,5.75,body_local_swing_backhand
220,Table_Tennis_01_008_TennisBats02_36p40_38p40_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.17656,0.24006,0.01072,0.00,1.00,weak_motion_evidence
221,Table_Tennis_01_008_TennisBats02_38p74_40p74_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.13601,0.59288,0.00915,0.00,2.75,body_local_swing_backhand
222,Table_Tennis_01_008_TennisBats02_48p97_50p97_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.22161,0.69801,0.05014,0.00,5.00,body_local_swing_backhand
223,Table_Tennis_01_008_TennisBats02_56p52_58p52_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.18383,0.30526,0.04831,0.00,4.00,body_local_swing_backhand
224,Table_Tennis_01_008_TennisBats02_58p93_60p93_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.26363,0.50234,0.07251,0.00,5.00,body_local_swing_backhand
225,Table_Tennis_01_008_TennisBats02_61p34_63p34_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.17366,0.50874,0.03147,0.00,4.00,body_local_swing_backhand
226,Table_Tennis_01_008_TennisBats02_63p74_65p74_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.28385,0.87105,0.10003,0.00,6.00,body_local_swing_backhand
227,Table_Tennis_01_008_TennisBats02_64p94_66p94_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.24533,0.22281,-0.01057,0.00,1.00,weak_motion_evidence
228,Table_Tennis_01_008_TennisBats02_72p21_74p21_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.02133,1.04990,0.03758,0.00,5.75,body_local_swing_backhand
229,Table_Tennis_01_008_TennisBats02_79p61_81p61_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.20315,0.89201,0.07155,0.00,6.00,body_local_swing_backhand
230,Table_Tennis_01_008_TennisBats02_7p43_9p43_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.15225,0.26988,0.00960,0.00,1.75,weak_motion_evidence
231,Table_Tennis_01_008_TennisBats02_82p00_84p00_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.11163,0.55646,0.01101,0.00,2.75,body_local_swing_backhand
232,Table_Tennis_01_008_TennisBats02_83p29_85p29_Skeleton002,backhand,0.9500,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.16998,0.35891,0.02289,0.00,3.00,body_local_swing_backhand
233,Table_Tennis_01_008_TennisBats02_84p86_86p86_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.21133,1.71849,0.11759,0.00,6.00,body_local_swing_backhand
234,Table_Tennis_01_008_TennisBats02_8p69_10p69_Skeleton002,backhand,0.9000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.12687,0.30868,0.00566,0.00,2.75,body_local_swing_backhand
235,Table_Tennis_01_008_TennisBats02_90p71_92p71_Skeleton002,backhand,1.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.16591,1.18996,0.09635,0.00,6.00,body_local_swing_backhand
236,Table_Tennis_01_008_TennisBats02_9p93_11p93_Skeleton002,unknown,0.0000,TennisBats02,Csv/Rige Body/Table Tennis_01_008.csv,0.19295,0.11468,-0.00763,0.00,0.00,weak_motion_evidence
237,Table_Tennis_01_009_TennisBats01_0p62_2p62_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.38096,-1.11677,-0.08083,6.75,0.00,body_local_swing_forehand
238,Table_Tennis_01_009_TennisBats01_101p17_103p17_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.40902,-0.85328,-0.06123,6.75,0.00,body_local_swing_forehand
239,Table_Tennis_01_009_TennisBats01_102p45_104p45_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.41537,-0.86998,-0.05058,5.75,0.00,body_local_swing_forehand
240,Table_Tennis_01_009_TennisBats01_103p67_105p67_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.42630,-0.54479,-0.02020,3.75,0.00,body_local_swing_forehand
241,Table_Tennis_01_009_TennisBats01_106p21_108p21_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.61226,-1.13516,-0.08474,6.75,0.00,body_local_swing_forehand
242,Table_Tennis_01_009_TennisBats01_107p61_109p61_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.43842,-0.76878,-0.04416,5.75,0.00,body_local_swing_forehand
243,Table_Tennis_01_009_TennisBats01_108p84_110p84_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.38320,-1.06756,-0.07470,6.75,0.00,body_local_swing_forehand
244,Table_Tennis_01_009_TennisBats01_110p15_112p15_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.49996,-1.90029,-0.13513,6.75,0.00,body_local_swing_forehand
245,Table_Tennis_01_009_TennisBats01_111p41_113p41_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.28280,-2.19532,-0.14680,6.00,0.00,body_local_swing_forehand
246,Table_Tennis_01_009_TennisBats01_112p68_114p68_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.43967,-1.11689,-0.06141,6.75,0.00,body_local_swing_forehand
247,Table_Tennis_01_009_TennisBats01_113p96_115p96_Skeleton001,unknown,0.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.59141,-0.17209,0.00693,1.75,0.00,weak_motion_evidence
248,Table_Tennis_01_009_TennisBats01_115p23_117p23_Skeleton001,forehand,1.0000,TennisBats01,Csv/Rige Body/Table Tennis_01_009.csv,0.10149,-0.59996,-0.04001,4.00,0.75,body_local_swing_forehand
